"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","female_act_list","female_repress_list","male_act_list","male_repress_list"
"GO:0002262","GO:0002262",9,"GO:0042593",0.346,10,10,"myeloid cell homeostasis","glucose homeostasis",FALSE,FALSE,TRUE,TRUE
"GO:0022414","GO:0022414",10,"GO:0007565",0.514,4,4,"reproductive process","female pregnancy",FALSE,FALSE,TRUE,TRUE
"GO:0006694","GO:0006694",1,"GO:0006357",0.228,31,31,"steroid biosynthetic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0000003","GO:0000003",10,"GO:0007565",0.381,4,4,"reproduction","female pregnancy",FALSE,FALSE,TRUE,TRUE
"GO:0043434","GO:0043434",7,"GO:0009410",0.301,47,47,"response to peptide hormone","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0045637","GO:0045637",2,"GO:0030154",0.356,5,5,"regulation of myeloid cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0045619","GO:0045619",2,"GO:0030154",0.282,3,3,"regulation of lymphocyte differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0051148","GO:0051148",2,"GO:0030154",0.411,8,8,"negative regulation of muscle cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0062197","GO:0062197",7,"GO:0009410",0.356,4,4,"cellular response to chemical stress","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0006325","GO:0006325",4,"GO:0006915",0.173,226,226,"chromatin organization","apoptotic process",FALSE,FALSE,TRUE,FALSE
"GO:0019827","GO:0019827",6,"GO:0007399",0.373,38,38,"stem cell population maintenance","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0045580","GO:0045580",2,"GO:0030154",0.27,14,14,"regulation of T cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0046632","GO:0046632",2,"GO:0030154",0.397,9,9,"alpha-beta T cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0071363","GO:0071363",7,"GO:0009410",0.315,56,56,"cellular response to growth factor stimulus","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0043367","GO:0043367",2,"GO:0030154",0.383,6,6,"CD4-positive, alpha-beta T cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0002062","GO:0002062",6,"GO:0007399",0.415,50,50,"chondrocyte differentiation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0072091","GO:0072091",3,"GO:0008284",0.613,11,11,"regulation of stem cell proliferation","positive regulation of cell population proliferation",FALSE,FALSE,TRUE,FALSE
"GO:0022008","GO:0022008",2,"GO:0030154",0.623,53,53,"neurogenesis","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0046885","GO:0046885",1,"GO:0006357",0.362,2,2,"regulation of hormone biosynthetic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0060428","GO:0060428",6,"GO:0007399",0.419,8,8,"lung epithelium development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0048608","GO:0048608",6,"GO:0007399",0.552,4,4,"reproductive structure development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0048596","GO:0048596",6,"GO:0007399",0.296,14,14,"embryonic camera-type eye morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0007417","GO:0007417",6,"GO:0007399",0.874,149,149,"central nervous system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0042093","GO:0042093",2,"GO:0030154",0.337,3,3,"T-helper cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0003006","GO:0003006",6,"GO:0007399",0.254,5,5,"developmental process involved in reproduction","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0072089","GO:0072089",4,"GO:0006915",0.267,52,52,"stem cell proliferation","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0061351","GO:0061351",4,"GO:0006915",0.267,21,21,"neural precursor cell proliferation","apoptotic process",FALSE,FALSE,TRUE,FALSE
"GO:0061458","GO:0061458",6,"GO:0007399",0.723,5,5,"reproductive system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0045646","GO:0045646",2,"GO:0030154",0.319,6,6,"regulation of erythrocyte differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0007423","GO:0007423",6,"GO:0007399",0.638,6,6,"sensory organ development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0006338","GO:0006338",4,"GO:0006915",0.151,227,227,"chromatin remodeling","apoptotic process",FALSE,FALSE,TRUE,FALSE
"GO:0071241","GO:0071241",7,"GO:0009410",0.381,4,4,"cellular response to inorganic substance","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0030900","GO:0030900",6,"GO:0007399",0.663,47,47,"forebrain development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0002294","GO:0002294",2,"GO:0030154",0.302,0,0,"CD4-positive, alpha-beta T cell differentiation involved in immune response","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0001825","GO:0001825",6,"GO:0007399",0.37,19,19,"blastocyst formation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0002376","GO:0002376",11,"GO:0042110",0.452,46,46,"immune system process","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0034599","GO:0034599",7,"GO:0009410",0.311,96,96,"cellular response to oxidative stress","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:1901653","GO:1901653",7,"GO:0009410",0.209,10,10,"cellular response to peptide","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0021938","GO:0021938",3,"GO:0008284",0.462,3,3,"smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation","positive regulation of cell population proliferation",FALSE,FALSE,TRUE,FALSE
"GO:0071248","GO:0071248",7,"GO:0009410",0.315,4,4,"cellular response to metal ion","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0060443","GO:0060443",6,"GO:0007399",0.427,2,2,"mammary gland morphogenesis","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0061035","GO:0061035",6,"GO:0007399",0.41,3,3,"regulation of cartilage development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0048546","GO:0048546",6,"GO:0007399",0.478,13,13,"digestive tract morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0031018","GO:0031018",6,"GO:0007399",0.573,17,17,"endocrine pancreas development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0045621","GO:0045621",2,"GO:0030154",0.223,3,3,"positive regulation of lymphocyte differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0044728","GO:0044728",8,"GO:0006629",0.323,0,0,"DNA methylation or demethylation","lipid metabolic process",FALSE,FALSE,TRUE,FALSE
"GO:0006979","GO:0006979",7,"GO:0009410",0.329,119,119,"response to oxidative stress","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0002066","GO:0002066",2,"GO:0030154",0.503,1,1,"columnar/cuboidal epithelial cell development","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0051216","GO:0051216",6,"GO:0007399",0.509,57,57,"cartilage development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0046631","GO:0046631",11,"GO:0042110",0.851,8,8,"alpha-beta T cell activation","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0006305","GO:0006305",8,"GO:0006629",0.323,0,0,"DNA alkylation","lipid metabolic process",FALSE,FALSE,TRUE,FALSE
"GO:0006306","GO:0006306",8,"GO:0006629",0.277,33,33,"DNA methylation","lipid metabolic process",FALSE,FALSE,TRUE,FALSE
"GO:0070482","GO:0070482",7,"GO:0009410",0.329,4,4,"response to oxygen levels","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0001666","GO:0001666",7,"GO:0009410",0.252,167,167,"response to hypoxia","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:2000142","GO:2000142",1,"GO:0006357",0.873,2,2,"regulation of DNA-templated transcription initiation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0051147","GO:0051147",2,"GO:0030154",0.499,8,8,"regulation of muscle cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:1905114","GO:1905114",3,"GO:0008284",0.294,3,3,"cell surface receptor signaling pathway involved in cell-cell signaling","positive regulation of cell population proliferation",FALSE,FALSE,TRUE,TRUE
"GO:0042981","GO:0042981",4,"GO:0006915",0.616,209,209,"regulation of apoptotic process","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:1901654","GO:1901654",7,"GO:0009410",0.434,0,0,"response to ketone","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0030879","GO:0030879",6,"GO:0007399",0.563,22,22,"mammary gland development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0051151","GO:0051151",2,"GO:0030154",0.372,10,10,"negative regulation of smooth muscle cell differentiation","cell differentiation",FALSE,FALSE,TRUE,FALSE
"GO:0010720","GO:0010720",2,"GO:0030154",0.431,1,1,"positive regulation of cell development","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0045664","GO:0045664",2,"GO:0030154",0.464,29,29,"regulation of neuron differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0007507","GO:0007507",6,"GO:0007399",0.583,216,216,"heart development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:1902894","GO:1902894",1,"GO:0006357",0.761,19,19,"negative regulation of miRNA transcription","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:2000629","GO:2000629",1,"GO:0006357",0.415,0,0,"negative regulation of miRNA metabolic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0010941","GO:0010941",4,"GO:0006915",0.381,6,6,"regulation of cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0043067","GO:0043067",4,"GO:0006915",0.484,4,4,"regulation of programmed cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0001501","GO:0001501",6,"GO:0007399",0.723,132,132,"skeletal system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002244","GO:0002244",2,"GO:0030154",0.57,71,71,"hematopoietic progenitor cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0002573","GO:0002573",2,"GO:0030154",0.505,3,3,"myeloid leukocyte differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0045666","GO:0045666",2,"GO:0030154",0.387,87,87,"positive regulation of neuron differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0008219","GO:0008219",4,"GO:0006915",0.657,35,35,"cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0006915","GO:0006915",4,"GO:0006915",1,580,580,"apoptotic process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0007369","GO:0007369",6,"GO:0007399",0.438,25,25,"gastrulation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0012501","GO:0012501",4,"GO:0006915",0.812,11,11,"programmed cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0060548","GO:0060548",4,"GO:0006915",0.315,76,76,"negative regulation of cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0033002","GO:0033002",4,"GO:0006915",0.267,1,1,"muscle cell proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0071417","GO:0071417",7,"GO:0009410",0.251,5,5,"cellular response to organonitrogen compound","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:1901699","GO:1901699",7,"GO:0009410",0.381,0,0,"cellular response to nitrogen compound","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0001503","GO:0001503",4,"GO:0006915",0.147,78,78,"ossification","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0035019","GO:0035019",6,"GO:0007399",0.302,56,56,"somatic stem cell population maintenance","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048871","GO:0048871",9,"GO:0042593",0.426,3,3,"multicellular organismal homeostasis","glucose homeostasis",FALSE,FALSE,FALSE,TRUE
"GO:0003007","GO:0003007",6,"GO:0007399",0.468,43,43,"heart morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001654","GO:0001654",6,"GO:0007399",0.484,46,46,"eye development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001649","GO:0001649",2,"GO:0030154",0.705,124,124,"osteoblast differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0001817","GO:0001817",5,"GO:0010628",0.598,45,45,"regulation of cytokine production","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0150063","GO:0150063",6,"GO:0007399",0.621,1,1,"visual system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001816","GO:0001816",5,"GO:0010628",0.415,7,7,"cytokine production","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0002682","GO:0002682",11,"GO:0042110",0.263,21,21,"regulation of immune system process","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0048880","GO:0048880",6,"GO:0007399",0.723,3,3,"sensory system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0016055","GO:0016055",3,"GO:0008284",0.257,160,160,"Wnt signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0198738","GO:0198738",3,"GO:0008284",0.171,2,2,"cell-cell signaling by wnt","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0048514","GO:0048514",6,"GO:0007399",0.469,19,19,"blood vessel morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001704","GO:0001704",6,"GO:0007399",0.392,2,2,"formation of primary germ layer","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043010","GO:0043010",6,"GO:0007399",0.456,41,41,"camera-type eye development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0034660","GO:0034660",8,"GO:0006629",0.362,0,0,"ncRNA metabolic process","lipid metabolic process",FALSE,FALSE,FALSE,TRUE
"GO:0045648","GO:0045648",2,"GO:0030154",0.286,35,35,"positive regulation of erythrocyte differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0051090","GO:0051090",1,"GO:0006357",0.866,24,24,"regulation of DNA-binding transcription factor activity","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0001819","GO:0001819",5,"GO:0010628",0.745,67,67,"positive regulation of cytokine production","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0048589","GO:0048589",4,"GO:0006915",0.129,23,23,"developmental growth","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:1901522","GO:1901522",1,"GO:0006357",0.768,11,11,"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0001655","GO:0001655",6,"GO:0007399",0.723,15,15,"urogenital system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043069","GO:0043069",4,"GO:0006915",0.393,16,16,"negative regulation of programmed cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0060216","GO:0060216",2,"GO:0030154",0.161,16,16,"definitive hemopoiesis","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0030850","GO:0030850",6,"GO:0007399",0.436,12,12,"prostate gland development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0014855","GO:0014855",4,"GO:0006915",0.21,0,0,"striated muscle cell proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0035710","GO:0035710",11,"GO:0042110",0.746,4,4,"CD4-positive, alpha-beta T cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0035914","GO:0035914",2,"GO:0030154",0.526,47,47,"skeletal muscle cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0046637","GO:0046637",2,"GO:0030154",0.262,0,0,"regulation of alpha-beta T cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0001707","GO:0001707",6,"GO:0007399",0.291,33,33,"mesoderm formation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002070","GO:0002070",2,"GO:0030154",0.482,8,8,"epithelial cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0002068","GO:0002068",2,"GO:0030154",0.456,6,6,"glandular epithelial cell development","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0043066","GO:0043066",4,"GO:0006915",0.494,545,545,"negative regulation of apoptotic process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0040007","GO:0040007",4,"GO:0006915",0.21,0,0,"growth","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0048332","GO:0048332",6,"GO:0007399",0.253,2,2,"mesoderm morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043370","GO:0043370",2,"GO:0030154",0.255,1,1,"regulation of CD4-positive, alpha-beta T cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0090398","GO:0090398",2,"GO:0030154",0.397,56,56,"cellular senescence","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0072132","GO:0072132",6,"GO:0007399",0.435,0,0,"mesenchyme morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0003151","GO:0003151",6,"GO:0007399",0.468,48,48,"outflow tract morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002694","GO:0002694",3,"GO:0008284",0.338,0,0,"regulation of leukocyte activation","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0030111","GO:0030111",3,"GO:0008284",0.237,18,18,"regulation of Wnt signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0043618","GO:0043618",1,"GO:0006357",0.872,3,3,"regulation of transcription from RNA polymerase II promoter in response to stress","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0071496","GO:0071496",7,"GO:0009410",0.329,0,0,"cellular response to external stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0002366","GO:0002366",11,"GO:0042110",0.46,3,3,"leukocyte activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0031668","GO:0031668",7,"GO:0009410",0.205,18,18,"cellular response to extracellular stimulus","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0002263","GO:0002263",11,"GO:0042110",0.386,1,1,"cell activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0048872","GO:0048872",9,"GO:0042593",0.453,15,15,"homeostasis of number of cells","glucose homeostasis",FALSE,FALSE,FALSE,TRUE
"GO:0007167","GO:0007167",3,"GO:0008284",0.315,7,7,"enzyme-linked receptor protein signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0006473","GO:0006473",1,"GO:0006357",0.156,20,20,"protein acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0048705","GO:0048705",6,"GO:0007399",0.513,32,32,"skeletal system morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0001709","GO:0001709",2,"GO:0030154",0.765,18,18,"cell fate determination","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0043065","GO:0043065",4,"GO:0006915",0.494,340,340,"positive regulation of apoptotic process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0035886","GO:0035886",2,"GO:0030154",0.449,3,3,"vascular associated smooth muscle cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:2000144","GO:2000144",1,"GO:0006357",0.744,6,6,"positive regulation of DNA-templated transcription initiation","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0060348","GO:0060348",6,"GO:0007399",0.583,54,54,"bone development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043620","GO:0043620",1,"GO:0006357",0.821,6,6,"regulation of DNA-templated transcription in response to stress","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:1901983","GO:1901983",1,"GO:0006357",0.295,0,0,"regulation of protein acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0002285","GO:0002285",11,"GO:0042110",0.534,0,0,"lymphocyte activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0044703","GO:0044703",10,"GO:0007565",0.724,0,0,"multi-organism reproductive process","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0002286","GO:0002286",11,"GO:0042110",0.642,24,24,"T cell activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0043068","GO:0043068",4,"GO:0006915",0.393,11,11,"positive regulation of programmed cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0051249","GO:0051249",3,"GO:0008284",0.289,1,1,"regulation of lymphocyte activation","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0001892","GO:0001892",6,"GO:0007399",0.363,20,20,"embryonic placenta development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0045582","GO:0045582",2,"GO:0030154",0.185,37,37,"positive regulation of T cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0050865","GO:0050865",3,"GO:0008284",0.447,1,1,"regulation of cell activation","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0042594","GO:0042594",7,"GO:0009410",0.252,36,36,"response to starvation","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0072073","GO:0072073",6,"GO:0007399",0.441,2,2,"kidney epithelium development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0072001","GO:0072001",6,"GO:0007399",0.659,0,0,"renal system development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002761","GO:0002761",2,"GO:0030154",0.323,1,1,"regulation of myeloid leukocyte differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0032922","GO:0032922",5,"GO:0010628",0.59,87,87,"circadian regulation of gene expression","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0044706","GO:0044706",4,"GO:0006915",0.129,0,0,"multi-multicellular organism process","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0032496","GO:0032496",7,"GO:0009410",0.276,134,134,"response to lipopolysaccharide","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0032906","GO:0032906",5,"GO:0010628",0.315,0,0,"transforming growth factor beta2 production","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0002071","GO:0002071",2,"GO:0030154",0.384,5,5,"glandular epithelial cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0032909","GO:0032909",5,"GO:0010628",0.468,4,4,"regulation of transforming growth factor beta2 production","positive regulation of gene expression",FALSE,FALSE,FALSE,TRUE
"GO:0007565","GO:0007565",10,"GO:0007565",1,80,80,"female pregnancy","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0010942","GO:0010942",4,"GO:0006915",0.315,49,49,"positive regulation of cell death","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0030183","GO:0030183",2,"GO:0030154",0.416,88,88,"B cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0050863","GO:0050863",3,"GO:0008284",0.254,11,11,"regulation of T cell activation","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0060840","GO:0060840",6,"GO:0007399",0.556,9,9,"artery development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0045667","GO:0045667",2,"GO:0030154",0.499,13,13,"regulation of osteoblast differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0045639","GO:0045639",2,"GO:0030154",0.33,4,4,"positive regulation of myeloid cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0048469","GO:0048469",2,"GO:0030154",0.621,30,30,"cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0060070","GO:0060070",3,"GO:0008284",0.247,155,155,"canonical Wnt signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0007166","GO:0007166",3,"GO:0008284",0.349,303,303,"cell surface receptor signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0071559","GO:0071559",7,"GO:0009410",0.411,10,10,"response to transforming growth factor beta","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0042692","GO:0042692",2,"GO:0030154",0.701,19,19,"muscle cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0060218","GO:0060218",2,"GO:0030154",0.505,20,20,"hematopoietic stem cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0060397","GO:0060397",7,"GO:0009410",0.176,15,15,"growth hormone receptor signaling pathway via JAK-STAT","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0003179","GO:0003179",6,"GO:0007399",0.493,7,7,"heart valve morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060965","GO:0060965",1,"GO:0006357",0.197,10,10,"negative regulation of miRNA-mediated gene silencing","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0035265","GO:0035265",4,"GO:0006915",0.11,20,20,"organ growth","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:2000514","GO:2000514",3,"GO:0008284",0.212,1,1,"regulation of CD4-positive, alpha-beta T cell activation","positive regulation of cell population proliferation",FALSE,FALSE,FALSE,TRUE
"GO:0048565","GO:0048565",6,"GO:0007399",0.595,27,27,"digestive tract development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0008406","GO:0008406",6,"GO:0007399",0.448,12,12,"gonad development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002237","GO:0002237",7,"GO:0009410",0.306,9,9,"response to molecule of bacterial origin","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:1900369","GO:1900369",1,"GO:0006357",0.197,1,1,"negative regulation of post-transcriptional gene silencing by RNA","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0060967","GO:0060967",1,"GO:0006357",0.255,0,0,"negative regulation of gene silencing by RNA","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0060149","GO:0060149",1,"GO:0006357",0.249,0,0,"negative regulation of post-transcriptional gene silencing","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0007498","GO:0007498",6,"GO:0007399",0.336,30,30,"mesoderm development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002520","GO:0002520",2,"GO:0030154",0.22,4,4,"immune system development","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0035883","GO:0035883",2,"GO:0030154",0.551,4,4,"enteroendocrine cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0030851","GO:0030851",2,"GO:0030154",0.498,13,13,"granulocyte differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:2000736","GO:2000736",2,"GO:0030154",0.547,21,21,"regulation of stem cell differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0048699","GO:0048699",2,"GO:0030154",0.586,9,9,"generation of neurons","cell differentiation",FALSE,FALSE,FALSE,TRUE
