"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","female_act_list","female_repress_list","male_act_list","male_repress_list"
"GO:1903708","GO:1903708",5,"GO:0007399",0.318,0,0,"positive regulation of hemopoiesis","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0043434","GO:0043434",6,"GO:0009410",0.301,47,47,"response to peptide hormone","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0048754","GO:0048754",5,"GO:0007399",0.314,23,23,"branching morphogenesis of an epithelial tube","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0001678","GO:0001678",8,"GO:0042593",0.693,26,26,"cellular glucose homeostasis","glucose homeostasis",FALSE,FALSE,TRUE,TRUE
"GO:0009410","GO:0009410",6,"GO:0009410",1,240,240,"response to xenobiotic stimulus","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:2000177","GO:2000177",2,"GO:0007165",0.403,9,9,"regulation of neural precursor cell proliferation","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0060322","GO:0060322",5,"GO:0007399",0.425,13,13,"head development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0060487","GO:0060487",5,"GO:0007399",0.327,8,8,"lung epithelial cell differentiation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0060479","GO:0060479",5,"GO:0007399",0.415,0,0,"lung cell differentiation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0050810","GO:0050810",1,"GO:0006357",0.279,10,10,"regulation of steroid biosynthetic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0002287","GO:0002287",10,"GO:0042110",0.56,0,0,"alpha-beta T cell activation involved in immune response","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0002293","GO:0002293",10,"GO:0042110",0.389,0,0,"alpha-beta T cell differentiation involved in immune response","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0007420","GO:0007420",5,"GO:0007399",0.668,264,264,"brain development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0032504","GO:0032504",9,"GO:0007565",0.412,0,0,"multicellular organism reproduction","female pregnancy",FALSE,FALSE,TRUE,TRUE
"GO:0009987","GO:0009987",4,"GO:0006915",0.51,0,0,"cellular process","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0006338","GO:0006338",3,"GO:0030154",0.183,227,227,"chromatin remodeling","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0048608","GO:0048608",5,"GO:0007399",0.552,4,4,"reproductive structure development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:1905114","GO:1905114",2,"GO:0007165",0.803,3,3,"cell surface receptor signaling pathway involved in cell-cell signaling","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0002292","GO:0002292",10,"GO:0042110",0.454,3,3,"T cell differentiation involved in immune response","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0061458","GO:0061458",5,"GO:0007399",0.723,5,5,"reproductive system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0030182","GO:0030182",5,"GO:0007399",0.584,183,183,"neuron differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0032330","GO:0032330",5,"GO:0007399",0.311,12,12,"regulation of chondrocyte differentiation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0048583","GO:0048583",4,"GO:0006915",0.119,1,1,"regulation of response to stimulus","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0051726","GO:0051726",2,"GO:0007165",0.49,259,259,"regulation of cell cycle","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0007423","GO:0007423",5,"GO:0007399",0.638,6,6,"sensory organ development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0023057","GO:0023057",4,"GO:0006915",0.101,2,2,"negative regulation of signaling","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0010648","GO:0010648",2,"GO:0007165",0.511,0,0,"negative regulation of cell communication","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0046632","GO:0046632",5,"GO:0007399",0.307,9,9,"alpha-beta T cell differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0010720","GO:0010720",3,"GO:0030154",0.431,1,1,"positive regulation of cell development","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0002062","GO:0002062",5,"GO:0007399",0.415,50,50,"chondrocyte differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0051148","GO:0051148",3,"GO:0030154",0.411,8,8,"negative regulation of muscle cell differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0048585","GO:0048585",4,"GO:0006915",0.101,0,0,"negative regulation of response to stimulus","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0043367","GO:0043367",5,"GO:0007399",0.3,6,6,"CD4-positive, alpha-beta T cell differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0061351","GO:0061351",4,"GO:0006915",0.267,21,21,"neural precursor cell proliferation","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0007417","GO:0007417",5,"GO:0007399",0.874,149,149,"central nervous system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0072091","GO:0072091",2,"GO:0007165",0.403,11,11,"regulation of stem cell proliferation","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0019216","GO:0019216",1,"GO:0006357",0.259,42,42,"regulation of lipid metabolic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0072089","GO:0072089",4,"GO:0006915",0.267,52,52,"stem cell proliferation","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0016055","GO:0016055",2,"GO:0007165",0.721,160,160,"Wnt signaling pathway","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0198738","GO:0198738",2,"GO:0007165",0.44,2,2,"cell-cell signaling by wnt","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0051216","GO:0051216",5,"GO:0007399",0.509,57,57,"cartilage development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0030900","GO:0030900",5,"GO:0007399",0.663,47,47,"forebrain development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0042093","GO:0042093",10,"GO:0042110",0.395,3,3,"T-helper cell differentiation","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0046631","GO:0046631",10,"GO:0042110",0.851,8,8,"alpha-beta T cell activation","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0060428","GO:0060428",5,"GO:0007399",0.419,8,8,"lung epithelium development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0030155","GO:0030155",2,"GO:0007165",0.468,59,59,"regulation of cell adhesion","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0045621","GO:0045621",10,"GO:0042110",0.21,3,3,"positive regulation of lymphocyte differentiation","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0002294","GO:0002294",10,"GO:0042110",0.368,0,0,"CD4-positive, alpha-beta T cell differentiation involved in immune response","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0006694","GO:0006694",1,"GO:0006357",0.228,31,31,"steroid biosynthetic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0001503","GO:0001503",9,"GO:0007565",0.3,78,78,"ossification","female pregnancy",FALSE,FALSE,TRUE,TRUE
"GO:0046885","GO:0046885",1,"GO:0006357",0.362,2,2,"regulation of hormone biosynthetic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0045646","GO:0045646",5,"GO:0007399",0.266,6,6,"regulation of erythrocyte differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0044728","GO:0044728",1,"GO:0006357",0.28,0,0,"DNA methylation or demethylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0001825","GO:0001825",5,"GO:0007399",0.37,19,19,"blastocyst formation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0061035","GO:0061035",5,"GO:0007399",0.41,3,3,"regulation of cartilage development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0060443","GO:0060443",5,"GO:0007399",0.427,2,2,"mammary gland morphogenesis","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0006305","GO:0006305",1,"GO:0006357",0.28,0,0,"DNA alkylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0006306","GO:0006306",1,"GO:0006357",0.255,33,33,"DNA methylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0035051","GO:0035051",5,"GO:0007399",0.451,3,3,"cardiocyte differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0030111","GO:0030111",2,"GO:0007165",0.636,18,18,"regulation of Wnt signaling pathway","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0048546","GO:0048546",5,"GO:0007399",0.478,13,13,"digestive tract morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:2000142","GO:2000142",1,"GO:0006357",0.873,2,2,"regulation of DNA-templated transcription initiation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0042770","GO:0042770",2,"GO:0007165",0.744,10,10,"signal transduction in response to DNA damage","signal transduction",FALSE,FALSE,TRUE,FALSE
"GO:0045786","GO:0045786",2,"GO:0007165",0.392,53,53,"negative regulation of cell cycle","signal transduction",FALSE,FALSE,TRUE,FALSE
"GO:0071241","GO:0071241",6,"GO:0009410",0.381,4,4,"cellular response to inorganic substance","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0002066","GO:0002066",3,"GO:0030154",0.503,1,1,"columnar/cuboidal epithelial cell development","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0006473","GO:0006473",1,"GO:0006357",0.156,20,20,"protein acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0062197","GO:0062197",7,"GO:0001666",0.294,4,4,"cellular response to chemical stress","response to hypoxia",FALSE,FALSE,TRUE,TRUE
"GO:0001708","GO:0001708",3,"GO:0030154",0.765,33,33,"cell fate specification","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0035710","GO:0035710",10,"GO:0042110",0.746,4,4,"CD4-positive, alpha-beta T cell activation","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0002286","GO:0002286",10,"GO:0042110",0.642,24,24,"T cell activation involved in immune response","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0045582","GO:0045582",10,"GO:0042110",0.236,37,37,"positive regulation of T cell differentiation","T cell activation",FALSE,FALSE,TRUE,TRUE
"GO:0018394","GO:0018394",1,"GO:0006357",0.128,6,6,"peptidyl-lysine acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0021938","GO:0021938",5,"GO:0007399",0.293,3,3,"smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0043414","GO:0043414",1,"GO:0006357",0.246,0,0,"macromolecule methylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0071248","GO:0071248",6,"GO:0009410",0.315,4,4,"cellular response to metal ion","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0002520","GO:0002520",5,"GO:0007399",0.669,4,4,"immune system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0007492","GO:0007492",5,"GO:0007399",0.336,20,20,"endoderm development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0048880","GO:0048880",5,"GO:0007399",0.723,3,3,"sensory system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0048872","GO:0048872",8,"GO:0042593",0.453,15,15,"homeostasis of number of cells","glucose homeostasis",FALSE,FALSE,TRUE,TRUE
"GO:0060603","GO:0060603",5,"GO:0007399",0.302,5,5,"mammary gland duct morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:2000179","GO:2000179",2,"GO:0007165",0.323,19,19,"positive regulation of neural precursor cell proliferation","signal transduction",FALSE,FALSE,TRUE,FALSE
"GO:0006304","GO:0006304",1,"GO:0006357",0.335,3,3,"DNA modification","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0007049","GO:0007049",4,"GO:0006915",0.357,296,296,"cell cycle","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0045785","GO:0045785",2,"GO:0007165",0.376,60,60,"positive regulation of cell adhesion","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0009968","GO:0009968",2,"GO:0007165",0.635,43,43,"negative regulation of signal transduction","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:1901654","GO:1901654",6,"GO:0009410",0.434,0,0,"response to ketone","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0050679","GO:0050679",2,"GO:0007165",0.323,73,73,"positive regulation of epithelial cell proliferation","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0048048","GO:0048048",5,"GO:0007399",0.333,11,11,"embryonic eye morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0001501","GO:0001501",5,"GO:0007399",0.723,132,132,"skeletal system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0070741","GO:0070741",6,"GO:0009410",0.417,3,3,"response to interleukin-6","response to xenobiotic stimulus",FALSE,FALSE,TRUE,FALSE
"GO:0022409","GO:0022409",2,"GO:0007165",0.314,17,17,"positive regulation of cell-cell adhesion","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0048609","GO:0048609",9,"GO:0007565",0.455,4,4,"multicellular organismal reproductive process","female pregnancy",FALSE,FALSE,TRUE,TRUE
"GO:0046890","GO:0046890",1,"GO:0006357",0.317,9,9,"regulation of lipid biosynthetic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0031076","GO:0031076",5,"GO:0007399",0.425,12,12,"embryonic camera-type eye development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0002068","GO:0002068",3,"GO:0030154",0.456,6,6,"glandular epithelial cell development","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0021534","GO:0021534",5,"GO:0007399",0.534,0,0,"cell proliferation in hindbrain","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0021930","GO:0021930",5,"GO:0007399",0.528,8,8,"cerebellar granule cell precursor proliferation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0021924","GO:0021924",5,"GO:0007399",0.531,0,0,"cell proliferation in external granule layer","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0007178","GO:0007178",2,"GO:0007165",0.795,9,9,"transmembrane receptor protein serine/threonine kinase signaling pathway","signal transduction",FALSE,FALSE,TRUE,TRUE
"GO:0048534","GO:0048534",5,"GO:0007399",0.555,0,0,"hematopoietic or lymphoid organ development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0010721","GO:0010721",3,"GO:0030154",0.431,2,2,"negative regulation of cell development","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:2000144","GO:2000144",1,"GO:0006357",0.744,6,6,"positive regulation of DNA-templated transcription initiation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0048738","GO:0048738",5,"GO:0007399",0.441,18,18,"cardiac muscle tissue development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0001829","GO:0001829",5,"GO:0007399",0.294,16,16,"trophectodermal cell differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0055003","GO:0055003",3,"GO:0030154",0.237,14,14,"cardiac myofibril assembly","cell differentiation",FALSE,FALSE,TRUE,FALSE
"GO:0043543","GO:0043543",1,"GO:0006357",0.181,0,0,"protein acylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0034599","GO:0034599",7,"GO:0001666",0.276,96,96,"cellular response to oxidative stress","response to hypoxia",FALSE,FALSE,TRUE,TRUE
"GO:0071333","GO:0071333",8,"GO:0042593",0.4,75,75,"cellular response to glucose stimulus","glucose homeostasis",FALSE,FALSE,TRUE,TRUE
"GO:0021510","GO:0021510",5,"GO:0007399",0.722,27,27,"spinal cord development","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0060260","GO:0060260",1,"GO:0006357",0.886,2,2,"regulation of transcription initiation by RNA polymerase II","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0001649","GO:0001649",3,"GO:0030154",0.705,124,124,"osteoblast differentiation","cell differentiation",FALSE,FALSE,TRUE,TRUE
"GO:0043618","GO:0043618",1,"GO:0006357",0.872,3,3,"regulation of transcription from RNA polymerase II promoter in response to stress","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0032350","GO:0032350",1,"GO:0006357",0.18,3,3,"regulation of hormone metabolic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0071331","GO:0071331",6,"GO:0009410",0.229,0,0,"cellular response to hexose stimulus","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0021937","GO:0021937",5,"GO:0007399",0.335,2,2,"cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:1901522","GO:1901522",1,"GO:0006357",0.768,11,11,"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:2000629","GO:2000629",1,"GO:0006357",0.415,0,0,"negative regulation of miRNA metabolic process","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0016573","GO:0016573",1,"GO:0006357",0.128,78,78,"histone acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0001655","GO:0001655",5,"GO:0007399",0.723,15,15,"urogenital system development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0071326","GO:0071326",6,"GO:0009410",0.246,0,0,"cellular response to monosaccharide stimulus","response to xenobiotic stimulus",FALSE,FALSE,TRUE,TRUE
"GO:0048584","GO:0048584",4,"GO:0006915",0.101,0,0,"positive regulation of response to stimulus","apoptotic process",FALSE,FALSE,TRUE,TRUE
"GO:0048589","GO:0048589",5,"GO:0007399",0.273,23,23,"developmental growth","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0010002","GO:0010002",5,"GO:0007399",0.401,3,3,"cardioblast differentiation","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0032259","GO:0032259",4,"GO:0006915",0.147,51,51,"methylation","apoptotic process",FALSE,FALSE,TRUE,FALSE
"GO:0007548","GO:0007548",5,"GO:0007399",0.203,21,21,"sex differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0018393","GO:0018393",1,"GO:0006357",0.112,7,7,"internal peptidyl-lysine acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0032922","GO:0032922",1,"GO:0006357",0.323,87,87,"circadian regulation of gene expression","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,TRUE
"GO:0006475","GO:0006475",1,"GO:0006357",0.137,4,4,"internal protein amino acid acetylation","regulation of transcription by RNA polymerase II",FALSE,FALSE,TRUE,FALSE
"GO:0043010","GO:0043010",5,"GO:0007399",0.456,41,41,"camera-type eye development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0035108","GO:0035108",5,"GO:0007399",0.402,14,14,"limb morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0035107","GO:0035107",5,"GO:0007399",0.498,0,0,"appendage morphogenesis","nervous system development",FALSE,FALSE,TRUE,FALSE
"GO:0035914","GO:0035914",5,"GO:0007399",0.36,47,47,"skeletal muscle cell differentiation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0061180","GO:0061180",5,"GO:0007399",0.451,8,8,"mammary gland epithelium development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0014706","GO:0014706",5,"GO:0007399",0.279,5,5,"striated muscle tissue development","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0007369","GO:0007369",5,"GO:0007399",0.438,25,25,"gastrulation","nervous system development",FALSE,FALSE,TRUE,TRUE
"GO:0043371","GO:0043371",10,"GO:0042110",0.219,4,4,"negative regulation of CD4-positive, alpha-beta T cell differentiation","T cell activation",FALSE,FALSE,TRUE,FALSE
"GO:0007224","GO:0007224",2,"GO:0007165",0.847,98,98,"smoothened signaling pathway","signal transduction",FALSE,FALSE,TRUE,FALSE
"GO:0045664","GO:0045664",3,"GO:0030154",0.464,29,29,"regulation of neuron differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0002244","GO:0002244",5,"GO:0007399",0.412,71,71,"hematopoietic progenitor cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0060548","GO:0060548",2,"GO:0007165",0.392,76,76,"negative regulation of cell death","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0045666","GO:0045666",3,"GO:0030154",0.387,87,87,"positive regulation of neuron differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0040007","GO:0040007",4,"GO:0006915",0.21,0,0,"growth","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0035019","GO:0035019",5,"GO:0007399",0.302,56,56,"somatic stem cell population maintenance","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0007167","GO:0007167",2,"GO:0007165",0.847,7,7,"enzyme-linked receptor protein signaling pathway","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0002694","GO:0002694",10,"GO:0042110",0.426,0,0,"regulation of leukocyte activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0001704","GO:0001704",5,"GO:0007399",0.392,2,2,"formation of primary germ layer","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0050865","GO:0050865",2,"GO:0007165",0.49,1,1,"regulation of cell activation","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0045648","GO:0045648",5,"GO:0007399",0.228,35,35,"positive regulation of erythrocyte differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0051249","GO:0051249",10,"GO:0042110",0.506,1,1,"regulation of lymphocyte activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0002366","GO:0002366",10,"GO:0042110",0.46,3,3,"leukocyte activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0014855","GO:0014855",4,"GO:0006915",0.21,0,0,"striated muscle cell proliferation","apoptotic process",FALSE,FALSE,FALSE,TRUE
"GO:0002263","GO:0002263",10,"GO:0042110",0.386,1,1,"cell activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0030850","GO:0030850",5,"GO:0007399",0.436,12,12,"prostate gland development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0046637","GO:0046637",10,"GO:0042110",0.32,0,0,"regulation of alpha-beta T cell differentiation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0001707","GO:0001707",5,"GO:0007399",0.291,33,33,"mesoderm formation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0090398","GO:0090398",7,"GO:0001666",0.269,56,56,"cellular senescence","response to hypoxia",FALSE,FALSE,FALSE,TRUE
"GO:0060216","GO:0060216",5,"GO:0007399",0.474,16,16,"definitive hemopoiesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048332","GO:0048332",5,"GO:0007399",0.253,2,2,"mesoderm morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048705","GO:0048705",5,"GO:0007399",0.513,32,32,"skeletal system morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0043370","GO:0043370",10,"GO:0042110",0.303,1,1,"regulation of CD4-positive, alpha-beta T cell differentiation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0060348","GO:0060348",5,"GO:0007399",0.583,54,54,"bone development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0072132","GO:0072132",5,"GO:0007399",0.435,0,0,"mesenchyme morphogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0002070","GO:0002070",3,"GO:0030154",0.482,8,8,"epithelial cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0002285","GO:0002285",10,"GO:0042110",0.534,0,0,"lymphocyte activation involved in immune response","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0044703","GO:0044703",9,"GO:0007565",0.724,0,0,"multi-organism reproductive process","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0050863","GO:0050863",10,"GO:0042110",0.618,11,11,"regulation of T cell activation","T cell activation",FALSE,FALSE,FALSE,TRUE
"GO:0010629","GO:0010629",1,"GO:0006357",0.34,316,316,"negative regulation of gene expression","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0001525","GO:0001525",5,"GO:0007399",0.433,258,258,"angiogenesis","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0044706","GO:0044706",9,"GO:0007565",0.66,0,0,"multi-multicellular organism process","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0060070","GO:0060070",2,"GO:0007165",0.704,155,155,"canonical Wnt signaling pathway","signal transduction",FALSE,FALSE,FALSE,TRUE
"GO:0072073","GO:0072073",5,"GO:0007399",0.441,2,2,"kidney epithelium development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0007565","GO:0007565",9,"GO:0007565",1,80,80,"female pregnancy","female pregnancy",FALSE,FALSE,FALSE,TRUE
"GO:0001709","GO:0001709",3,"GO:0030154",0.765,18,18,"cell fate determination","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0071559","GO:0071559",6,"GO:0009410",0.411,10,10,"response to transforming growth factor beta","response to xenobiotic stimulus",FALSE,FALSE,FALSE,TRUE
"GO:0002761","GO:0002761",5,"GO:0007399",0.269,1,1,"regulation of myeloid leukocyte differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0030183","GO:0030183",5,"GO:0007399",0.318,88,88,"B cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048469","GO:0048469",3,"GO:0030154",0.621,30,30,"cell maturation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0043620","GO:0043620",1,"GO:0006357",0.821,6,6,"regulation of DNA-templated transcription in response to stress","regulation of transcription by RNA polymerase II",FALSE,FALSE,FALSE,TRUE
"GO:0035886","GO:0035886",5,"GO:0007399",0.447,3,3,"vascular associated smooth muscle cell differentiation","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0008406","GO:0008406",5,"GO:0007399",0.448,12,12,"gonad development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0045667","GO:0045667",3,"GO:0030154",0.499,13,13,"regulation of osteoblast differentiation","cell differentiation",FALSE,FALSE,FALSE,TRUE
"GO:0045137","GO:0045137",5,"GO:0007399",0.473,1,1,"development of primary sexual characteristics","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0035265","GO:0035265",5,"GO:0007399",0.349,20,20,"organ growth","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0048565","GO:0048565",5,"GO:0007399",0.595,27,27,"digestive tract development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0007498","GO:0007498",5,"GO:0007399",0.336,30,30,"mesoderm development","nervous system development",FALSE,FALSE,FALSE,TRUE
"GO:0042594","GO:0042594",7,"GO:0001666",0.377,36,36,"response to starvation","response to hypoxia",FALSE,FALSE,FALSE,TRUE
